row_key,forced_cut_id,forced_v_full_raw_mps,reconstructed_v_full_raw_mps,delta_forced_minus_reconstructed_mps,used_for_calibration_fit,disclosure
20260719T201851-50f9dcc8|frame=297|feature_ts_ns=1784492338776362600,20260719T201851-50f9dcc8:A1:cut02,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=299|feature_ts_ns=1784492338845719700,20260719T201851-50f9dcc8:A1:cut02,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=301|feature_ts_ns=1784492338908125900,20260719T201851-50f9dcc8:A1:cut02,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=302|feature_ts_ns=1784492338942988400,20260719T201851-50f9dcc8:A1:cut02,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=303|feature_ts_ns=1784492338977627300,20260719T201851-50f9dcc8:A1:cut02,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=304|feature_ts_ns=1784492339012412500,20260719T201851-50f9dcc8:A1:cut02,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=291|feature_ts_ns=1784492338575118800,20260719T201851-50f9dcc8:A1:cut03,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=297|feature_ts_ns=1784492338776362600,20260719T201851-50f9dcc8:A1:cut03,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=299|feature_ts_ns=1784492338845719700,20260719T201851-50f9dcc8:A1:cut03,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=301|feature_ts_ns=1784492338908125900,20260719T201851-50f9dcc8:A1:cut03,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=302|feature_ts_ns=1784492338942988400,20260719T201851-50f9dcc8:A1:cut03,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=303|feature_ts_ns=1784492338977627300,20260719T201851-50f9dcc8:A1:cut03,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=304|feature_ts_ns=1784492339012412500,20260719T201851-50f9dcc8:A1:cut03,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=305|feature_ts_ns=1784492339047335800,20260719T201851-50f9dcc8:A1:cut03,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=306|feature_ts_ns=1784492339075412000,20260719T201851-50f9dcc8:A1:cut03,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=307|feature_ts_ns=1784492339109460000,20260719T201851-50f9dcc8:A1:cut03,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=297|feature_ts_ns=1784492338776362600,20260719T201851-50f9dcc8:A1:cut04,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=299|feature_ts_ns=1784492338845719700,20260719T201851-50f9dcc8:A1:cut04,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=301|feature_ts_ns=1784492338908125900,20260719T201851-50f9dcc8:A1:cut04,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=302|feature_ts_ns=1784492338942988400,20260719T201851-50f9dcc8:A1:cut04,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=303|feature_ts_ns=1784492338977627300,20260719T201851-50f9dcc8:A1:cut04,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=304|feature_ts_ns=1784492339012412500,20260719T201851-50f9dcc8:A1:cut04,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=305|feature_ts_ns=1784492339047335800,20260719T201851-50f9dcc8:A1:cut04,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=306|feature_ts_ns=1784492339075412000,20260719T201851-50f9dcc8:A1:cut04,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=307|feature_ts_ns=1784492339109460000,20260719T201851-50f9dcc8:A1:cut04,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=308|feature_ts_ns=1784492339144926600,20260719T201851-50f9dcc8:A1:cut04,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=309|feature_ts_ns=1784492339179547100,20260719T201851-50f9dcc8:A1:cut04,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=310|feature_ts_ns=1784492339213677500,20260719T201851-50f9dcc8:A1:cut04,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=311|feature_ts_ns=1784492339241378800,20260719T201851-50f9dcc8:A1:cut04,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=312|feature_ts_ns=1784492339276071100,20260719T201851-50f9dcc8:A1:cut04,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=299|feature_ts_ns=1784492338845719700,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=301|feature_ts_ns=1784492338908125900,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=302|feature_ts_ns=1784492338942988400,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=303|feature_ts_ns=1784492338977627300,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=304|feature_ts_ns=1784492339012412500,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=305|feature_ts_ns=1784492339047335800,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=306|feature_ts_ns=1784492339075412000,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=307|feature_ts_ns=1784492339109460000,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=308|feature_ts_ns=1784492339144926600,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=309|feature_ts_ns=1784492339179547100,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=310|feature_ts_ns=1784492339213677500,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=311|feature_ts_ns=1784492339241378800,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=312|feature_ts_ns=1784492339276071100,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=313|feature_ts_ns=1784492339311109200,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=314|feature_ts_ns=1784492339345678500,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=315|feature_ts_ns=1784492339380359300,20260719T201851-50f9dcc8:A1:cut05,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=303|feature_ts_ns=1784492338977627300,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=304|feature_ts_ns=1784492339012412500,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=305|feature_ts_ns=1784492339047335800,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=306|feature_ts_ns=1784492339075412000,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=307|feature_ts_ns=1784492339109460000,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=308|feature_ts_ns=1784492339144926600,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=309|feature_ts_ns=1784492339179547100,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=310|feature_ts_ns=1784492339213677500,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=311|feature_ts_ns=1784492339241378800,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=312|feature_ts_ns=1784492339276071100,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=313|feature_ts_ns=1784492339311109200,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=314|feature_ts_ns=1784492339345678500,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=315|feature_ts_ns=1784492339380359300,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=316|feature_ts_ns=1784492339407895500,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.13438003259269704,0.13438003259269704,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=317|feature_ts_ns=1784492339442871600,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.26342818175106575,0.26342818175106575,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=318|feature_ts_ns=1784492339477402400,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.4195510918435671,0.4195510918435671,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=319|feature_ts_ns=1784492339512175900,20260719T201851-50f9dcc8:A1:cut06,-0.0,-0.539565586412345,0.539565586412345,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=306|feature_ts_ns=1784492339075412000,20260719T201851-50f9dcc8:A1:cut07,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=307|feature_ts_ns=1784492339109460000,20260719T201851-50f9dcc8:A1:cut07,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=308|feature_ts_ns=1784492339144926600,20260719T201851-50f9dcc8:A1:cut07,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=309|feature_ts_ns=1784492339179547100,20260719T201851-50f9dcc8:A1:cut07,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=310|feature_ts_ns=1784492339213677500,20260719T201851-50f9dcc8:A1:cut07,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=311|feature_ts_ns=1784492339241378800,20260719T201851-50f9dcc8:A1:cut07,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=312|feature_ts_ns=1784492339276071100,20260719T201851-50f9dcc8:A1:cut07,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=313|feature_ts_ns=1784492339311109200,20260719T201851-50f9dcc8:A1:cut07,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=314|feature_ts_ns=1784492339345678500,20260719T201851-50f9dcc8:A1:cut07,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=315|feature_ts_ns=1784492339380359300,20260719T201851-50f9dcc8:A1:cut07,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=316|feature_ts_ns=1784492339407895500,20260719T201851-50f9dcc8:A1:cut07,-0.0,-0.13438003259269704,0.13438003259269704,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=317|feature_ts_ns=1784492339442871600,20260719T201851-50f9dcc8:A1:cut07,-0.0,-0.26342818175106575,0.26342818175106575,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=318|feature_ts_ns=1784492339477402400,20260719T201851-50f9dcc8:A1:cut07,-0.0,-0.4195510918435671,0.4195510918435671,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=319|feature_ts_ns=1784492339512175900,20260719T201851-50f9dcc8:A1:cut07,-0.0,-0.539565586412345,0.539565586412345,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=320|feature_ts_ns=1784492339546982800,20260719T201851-50f9dcc8:A1:cut07,-0.0,,,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=321|feature_ts_ns=1784492339575413300,20260719T201851-50f9dcc8:A1:cut07,-0.0,,,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=322|feature_ts_ns=1784492339609450900,20260719T201851-50f9dcc8:A1:cut07,-0.0,,,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=309|feature_ts_ns=1784492339179547100,20260719T201851-50f9dcc8:A1:cut08,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=310|feature_ts_ns=1784492339213677500,20260719T201851-50f9dcc8:A1:cut08,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=311|feature_ts_ns=1784492339241378800,20260719T201851-50f9dcc8:A1:cut08,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=312|feature_ts_ns=1784492339276071100,20260719T201851-50f9dcc8:A1:cut08,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=313|feature_ts_ns=1784492339311109200,20260719T201851-50f9dcc8:A1:cut08,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=314|feature_ts_ns=1784492339345678500,20260719T201851-50f9dcc8:A1:cut08,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=315|feature_ts_ns=1784492339380359300,20260719T201851-50f9dcc8:A1:cut08,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=316|feature_ts_ns=1784492339407895500,20260719T201851-50f9dcc8:A1:cut08,-0.0,-0.13438003259269704,0.13438003259269704,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=317|feature_ts_ns=1784492339442871600,20260719T201851-50f9dcc8:A1:cut08,-0.0,-0.26342818175106575,0.26342818175106575,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=318|feature_ts_ns=1784492339477402400,20260719T201851-50f9dcc8:A1:cut08,-0.0,-0.4195510918435671,0.4195510918435671,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=319|feature_ts_ns=1784492339512175900,20260719T201851-50f9dcc8:A1:cut08,-0.0,-0.539565586412345,0.539565586412345,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=320|feature_ts_ns=1784492339546982800,20260719T201851-50f9dcc8:A1:cut08,-0.0,,,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=321|feature_ts_ns=1784492339575413300,20260719T201851-50f9dcc8:A1:cut08,-0.0,,,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=322|feature_ts_ns=1784492339609450900,20260719T201851-50f9dcc8:A1:cut08,-0.0,,,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=312|feature_ts_ns=1784492339276071100,20260719T201851-50f9dcc8:A1:cut09,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=313|feature_ts_ns=1784492339311109200,20260719T201851-50f9dcc8:A1:cut09,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=314|feature_ts_ns=1784492339345678500,20260719T201851-50f9dcc8:A1:cut09,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=315|feature_ts_ns=1784492339380359300,20260719T201851-50f9dcc8:A1:cut09,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=316|feature_ts_ns=1784492339407895500,20260719T201851-50f9dcc8:A1:cut09,-0.0,-0.13438003259269704,0.13438003259269704,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=317|feature_ts_ns=1784492339442871600,20260719T201851-50f9dcc8:A1:cut09,-0.0,-0.26342818175106575,0.26342818175106575,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=318|feature_ts_ns=1784492339477402400,20260719T201851-50f9dcc8:A1:cut09,-0.0,-0.4195510918435671,0.4195510918435671,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=319|feature_ts_ns=1784492339512175900,20260719T201851-50f9dcc8:A1:cut09,-0.0,-0.539565586412345,0.539565586412345,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=320|feature_ts_ns=1784492339546982800,20260719T201851-50f9dcc8:A1:cut09,-0.0,,,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=321|feature_ts_ns=1784492339575413300,20260719T201851-50f9dcc8:A1:cut09,-0.0,,,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=322|feature_ts_ns=1784492339609450900,20260719T201851-50f9dcc8:A1:cut09,-0.0,,,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=315|feature_ts_ns=1784492339380359300,20260719T201851-50f9dcc8:A1:cut10,-0.0,-0.0,0.0,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=316|feature_ts_ns=1784492339407895500,20260719T201851-50f9dcc8:A1:cut10,-0.0,-0.13438003259269704,0.13438003259269704,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=317|feature_ts_ns=1784492339442871600,20260719T201851-50f9dcc8:A1:cut10,-0.0,-0.26342818175106575,0.26342818175106575,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=318|feature_ts_ns=1784492339477402400,20260719T201851-50f9dcc8:A1:cut10,-0.0,-0.4195510918435671,0.4195510918435671,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=319|feature_ts_ns=1784492339512175900,20260719T201851-50f9dcc8:A1:cut10,-0.0,-0.539565586412345,0.539565586412345,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=320|feature_ts_ns=1784492339546982800,20260719T201851-50f9dcc8:A1:cut10,-0.0,,,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
20260719T201851-50f9dcc8|frame=321|feature_ts_ns=1784492339575413300,20260719T201851-50f9dcc8:A1:cut10,-0.0,,,false,comparison against previous forced-withhold packet only; calibration fit uses detector-selected A091 rows
