flight_id,cohort,shadow_owner_term_rows,shadow_up_range_mps,term_status_owner_term_rows,exclusion_reason,path
20260719T200816-f170ead6,fixtures/20260719T204430-phase6i-r-rate-ab,284,-0.222664..1.241704,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T204430-phase6i-r-rate-ab\20260719T200816-f170ead6-flight.jsonl
20260719T201630-f170ead6,fixtures/20260719T204430-phase6i-r-rate-ab,355,-1.106174..0.991070,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T204430-phase6i-r-rate-ab\20260719T201630-f170ead6-flight.jsonl
20260719T202445-f170ead6,fixtures/20260719T204430-phase6i-r-rate-ab,183,-0.108021..2.075217,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T204430-phase6i-r-rate-ab\20260719T202445-f170ead6-flight.jsonl
20260719T202720-50f9dcc8,fixtures/20260719T204430-phase6i-r-rate-ab,118,-1.094690..0.348163,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T204430-phase6i-r-rate-ab\20260719T202720-50f9dcc8-flight.jsonl
20260720T053402-f170ead6,fixtures/20260720T054037-phase6j-block-a-cohort-2,155,-0.788340..0.551655,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T054037-phase6j-block-a-cohort-2\20260720T053402-f170ead6-flight.jsonl
20260720T053514-5cebc2b2,fixtures/20260720T054037-phase6j-block-a-cohort-2,165,-0.754767..0.486381,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T054037-phase6j-block-a-cohort-2\20260720T053514-5cebc2b2-flight.jsonl
20260720T053635-f170ead6,fixtures/20260720T054037-phase6j-block-a-cohort-2,113,-0.464248..0.480273,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T054037-phase6j-block-a-cohort-2\20260720T053635-f170ead6-flight.jsonl
20260720T053745-5cebc2b2,fixtures/20260720T054037-phase6j-block-a-cohort-2,260,-0.684901..1.399621,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T054037-phase6j-block-a-cohort-2\20260720T053745-5cebc2b2-flight.jsonl
20260720T053905-f170ead6,fixtures/20260720T054037-phase6j-block-a-cohort-2,158,-1.117454..0.502000,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T054037-phase6j-block-a-cohort-2\20260720T053905-f170ead6-flight.jsonl
20260720T054016-5cebc2b2,fixtures/20260720T054037-phase6j-block-a-cohort-2,188,-0.443977..1.461406,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T054037-phase6j-block-a-cohort-2\20260720T054016-5cebc2b2-flight.jsonl
20260720T062804-c38fd469,fixtures/20260720T063618-phase6k-cohort-2-redo,201,-0.028302..1.489691,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T063618-phase6k-cohort-2-redo\20260720T062804-c38fd469-flight.jsonl
20260720T062921-790186c4,fixtures/20260720T063618-phase6k-cohort-2-redo,130,-0.987712..0.542224,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T063618-phase6k-cohort-2-redo\20260720T062921-790186c4-flight.jsonl
20260720T063419-790186c4,fixtures/20260720T063618-phase6k-cohort-2-redo,38,-1.239278..-0.721374,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T063618-phase6k-cohort-2-redo\20260720T063419-790186c4-flight.jsonl
20260720T071112-cd18c5fb,fixtures/20260720T071602-phase6l-cohort-3,28,0.082872..0.311651,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T071602-phase6l-cohort-3\20260720T071112-cd18c5fb-flight.jsonl
20260720T071220-5b501b4c,fixtures/20260720T071602-phase6l-cohort-3,29,-0.569446..-0.380648,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T071602-phase6l-cohort-3\20260720T071220-5b501b4c-flight.jsonl
20260720T071333-cd18c5fb,fixtures/20260720T071602-phase6l-cohort-3,108,-0.652003..0.150498,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T071602-phase6l-cohort-3\20260720T071333-cd18c5fb-flight.jsonl
20260720T071545-cd18c5fb,fixtures/20260720T071602-phase6l-cohort-3,40,-0.684297..0.160877,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T071602-phase6l-cohort-3\20260720T071545-cd18c5fb-flight.jsonl
20260720T134522-9aa0ef5c,fixtures/20260720T134548-phase7m-metrology-f2,193,-0.722690..0.373659,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T134548-phase7m-metrology-f2\20260720T134522-9aa0ef5c-flight.jsonl
20260720T135008-9aa0ef5c,fixtures/20260720T135040-phase7m-metrology-f3,315,-1.220376..-0.009419,0,shadow TERM rows are unexecuted; R26-3 requires physical term_status owner=term,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T135040-phase7m-metrology-f3\20260720T135008-9aa0ef5c-flight.jsonl
