diagnostic_only,computation_commit,checkpoint_evidence_commit,report_generator_commit,criterion_commit,creation_time_utc,source_checkpoint_dir,input_manifest_path,input_manifest_sha256,era,recording_regime,owner_state,command_regime,clusters,rows,plant_signal_fed_as_applied,plant_signal_formula,command_semantics,timing,runtime_model_scope,per_row_owner_logged,mixed_ownership_handling,activity_rms_mps,activity_abs_mean_mps,activity_max_abs_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6b,aligned-dash,legacy_common_arm,authority_limited,2,96,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.4124786231116367,0.33430307655190167,0.8148895425928979
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6b,aligned-dash,legacy_common_arm,down,2,52,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.43998479853267114,0.3530664791045657,0.9326904887047685
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6b,aligned-dash,legacy_common_arm,flat_no_ff,2,13,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.007246296331379927,0.004059472734539753,0.018433014765538935
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6b,aligned-dash,legacy_common_arm,up,1,39,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.22826817764850355,0.19825843627400294,0.4760303175464915
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6d,archive,legacy_common_arm,authority_limited,1,17,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.13173854440990646,0.11046750294724446,0.24126633143765552
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6d,archive,legacy_common_arm,down,1,29,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.08046190715821618,0.07293631228058318,0.1461988177326079
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6d,archive,legacy_common_arm,flat_no_ff,1,17,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.007777856011595722,0.0047699955510986415,0.019982590280992696
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6d,archive,legacy_common_arm,up,1,40,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.21168849509428778,0.17471588696060827,0.443073403341844
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6e,archive,legacy_common_arm,authority_limited,1,14,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.4828481668937296,0.36697453338017366,0.7521044293398593
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6e,archive,legacy_common_arm,down,2,83,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.11271922980194714,0.09421271120076191,0.2689653799514471
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6e,archive,legacy_common_arm,flat_no_ff,2,31,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.00654811957196779,0.004002080582489169,0.019124992262267937
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6e,archive,legacy_common_arm,up,2,61,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.16441522214688647,0.11706441939978021,0.4710892601060167
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6f,archive,legacy_common_arm,authority_limited,1,18,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.5721183383943971,0.4670069578836531,0.799657105218496
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6f,archive,legacy_common_arm,flat_no_ff,1,1,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.0,0.0,0.0
